R(km) P M(SM) dP dM
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000007 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000007 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000007 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000008 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000008 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000008 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000009 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000009 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000010 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000010 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000010 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000011 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000011 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000012 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000013 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000013 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000014 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000014 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000015 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000016 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000016 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000017 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000018 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000019 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000020 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000021 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000021 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000022 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000024 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000025 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000026 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
0.00000000000000000027 22050641025641025110016.000000 0.000000 -0.00000000000000000000 0.00000000000000000000
