R(km) P M(SM) dP dM
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000021 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000022 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000024 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000026 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000028 0.00000000000000000000
0.00000000000000000001 22050641025641025110016.000000 0.000000 -0.00000000000000000030 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000032 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000035 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000037 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000040 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000043 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000046 0.00000000000000000000
0.00000000000000000002 22050641025641025110016.000000 0.000000 -0.00000000000000000050 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000054 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000058 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000062 0.00000000000000000000
0.00000000000000000003 22050641025641025110016.000000 0.000000 -0.00000000000000000067 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000072 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000078 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000084 0.00000000000000000000
0.00000000000000000004 22050641025641025110016.000000 0.000000 -0.00000000000000000090 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000097 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000104 0.00000000000000000000
0.00000000000000000005 22050641025641025110016.000000 0.000000 -0.00000000000000000113 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000121 0.00000000000000000000
0.00000000000000000006 22050641025641025110016.000000 0.000000 -0.00000000000000000130 0.00000000000000000000
0.00000000000000000007 22050641025641025110016.000000 0.000000 -0.00000000000000000140 0.00000000000000000000
0.00000000000000000007 22050641025641025110016.000000 0.000000 -0.00000000000000000151 0.00000000000000000000
0.00000000000000000008 22050641025641025110016.000000 0.000000 -0.00000000000000000163 0.00000000000000000000
0.00000000000000000009 22050641025641025110016.000000 0.000000 -0.00000000000000000175 0.00000000000000000000
0.00000000000000000009 22050641025641025110016.000000 0.000000 -0.00000000000000000189 0.00000000000000000000
0.00000000000000000010 22050641025641025110016.000000 0.000000 -0.00000000000000000203 0.00000000000000000000
0.00000000000000000011 22050641025641025110016.000000 0.000000 -0.00000000000000000219 0.00000000000000000000
0.00000000000000000011 22050641025641025110016.000000 0.000000 -0.00000000000000000236 0.00000000000000000000
0.00000000000000000012 22050641025641025110016.000000 0.000000 -0.00000000000000000254 0.00000000000000000000
0.00000000000000000013 22050641025641025110016.000000 0.000000 -0.00000000000000000273 0.00000000000000000000
0.00000000000000000014 22050641025641025110016.000000 0.000000 -0.00000000000000000294 0.00000000000000000000
0.00000000000000000015 22050641025641025110016.000000 0.000000 -0.00000000000000000316 0.00000000000000000000
0.00000000000000000017 22050641025641025110016.000000 0.000000 -0.00000000000000000341 0.00000000000000000000
0.00000000000000000018 22050641025641025110016.000000 0.000000 -0.00000000000000000367 0.00000000000000000000
0.00000000000000000019 22050641025641025110016.000000 0.000000 -0.00000000000000000395 0.00000000000000000000
0.00000000000000000021 22050641025641025110016.000000 0.000000 -0.00000000000000000425 0.00000000000000000000
0.00000000000000000022 22050641025641025110016.000000 0.000000 -0.00000000000000000458 0.00000000000000000000
0.00000000000000000024 22050641025641025110016.000000 0.000000 -0.00000000000000000493 0.00000000000000000000
0.00000000000000000026 22050641025641025110016.000000 0.000000 -0.00000000000000000531 0.00000000000000000000
0.00000000000000000028 22050641025641025110016.000000 0.000000 -0.00000000000000000571 0.00000000000000000000
0.00000000000000000030 22050641025641025110016.000000 0.000000 -0.00000000000000000615 0.00000000000000000000
0.00000000000000000032 22050641025641025110016.000000 0.000000 -0.00000000000000000662 0.00000000000000000000
0.00000000000000000035 22050641025641025110016.000000 0.000000 -0.00000000000000000713 0.00000000000000000000
0.00000000000000000037 22050641025641025110016.000000 0.000000 -0.00000000000000000768 0.00000000000000000000
0.00000000000000000040 22050641025641025110016.000000 0.000000 -0.00000000000000000827 0.00000000000000000000
0.00000000000000000043 22050641025641025110016.000000 0.000000 -0.00000000000000000890 0.00000000000000000000
0.00000000000000000047 22050641025641025110016.000000 0.000000 -0.00000000000000000958 0.00000000000000000000
0.00000000000000000050 22050641025641025110016.000000 0.000000 -0.00000000000000001032 0.00000000000000000000
0.00000000000000000054 22050641025641025110016.000000 0.000000 -0.00000000000000001111 0.00000000000000000000
0.00000000000000000058 22050641025641025110016.000000 0.000000 -0.00000000000000001196 0.00000000000000000000
0.00000000000000000063 22050641025641025110016.000000 0.000000 -0.00000000000000001288 0.00000000000000000000
0.00000000000000000067 22050641025641025110016.000000 0.000000 -0.00000000000000001387 0.00000000000000000000
0.00000000000000000073 22050641025641025110016.000000 0.000000 -0.00000000000000001493 0.00000000000000000000
0.00000000000000000078 22050641025641025110016.000000 0.000000 -0.00000000000000001607 0.00000000000000000000
0.00000000000000000084 22050641025641025110016.000000 0.000000 -0.00000000000000001731 0.00000000000000000000
0.00000000000000000091 22050641025641025110016.000000 0.000000 -0.00000000000000001863 0.00000000000000000000
0.00000000000000000098 22050641025641025110016.000000 0.000000 -0.00000000000000002006 0.00000000000000000000
0.00000000000000000105 22050641025641025110016.000000 0.000000 -0.00000000000000002160 0.00000000000000000000
0.00000000000000000113 22050641025641025110016.000000 0.000000 -0.00000000000000002326 0.00000000000000000000
0.00000000000000000122 22050641025641025110016.000000 0.000000 -0.00000000000000002504 0.00000000000000000000
0.00000000000000000131 22050641025641025110016.000000 0.000000 -0.00000000000000002696 0.00000000000000000000
0.00000000000000000141 22050641025641025110016.000000 0.000000 -0.00000000000000002902 0.00000000000000000000
0.00000000000000000152 22050641025641025110016.000000 0.000000 -0.00000000000000003125 0.00000000000000000000
0.00000000000000000164 22050641025641025110016.000000 0.000000 -0.00000000000000003365 0.00000000000000000000
0.00000000000000000176 22050641025641025110016.000000 0.000000 -0.00000000000000003623 0.00000000000000000000
0.00000000000000000190 22050641025641025110016.000000 0.000000 -0.00000000000000003900 0.00000000000000000000
0.00000000000000000204 22050641025641025110016.000000 0.000000 -0.00000000000000004199 0.00000000000000000000
0.00000000000000000220 22050641025641025110016.000000 0.000000 -0.00000000000000004521 0.00000000000000000000
0.00000000000000000237 22050641025641025110016.000000 0.000000 -0.00000000000000004868 0.00000000000000000000
0.00000000000000000255 22050641025641025110016.000000 0.000000 -0.00000000000000005241 0.00000000000000000000
0.00000000000000000274 22050641025641025110016.000000 0.000000 -0.00000000000000005643 0.00000000000000000000
0.00000000000000000295 22050641025641025110016.000000 0.000000 -0.00000000000000006075 0.00000000000000000000
0.00000000000000000318 22050641025641025110016.000000 0.000000 -0.00000000000000006541 0.00000000000000000000
0.00000000000000000342 22050641025641025110016.000000 0.000000 -0.00000000000000007043 0.00000000000000000000
0.00000000000000000369 22050641025641025110016.000000 0.000000 -0.00000000000000007583 0.00000000000000000000
0.00000000000000000397 22050641025641025110016.000000 0.000000 -0.00000000000000008164 0.00000000000000000000
0.00000000000000000427 22050641025641025110016.000000 0.000000 -0.00000000000000008790 0.00000000000000000000
0.00000000000000000460 22050641025641025110016.000000 0.000000 -0.00000000000000009464 0.00000000000000000000
0.00000000000000000495 22050641025641025110016.000000 0.000000 -0.00000000000000010189 0.00000000000000000000
0.00000000000000000533 22050641025641025110016.000000 0.000000 -0.00000000000000010971 0.00000000000000000000
0.00000000000000000574 22050641025641025110016.000000 0.000000 -0.00000000000000011812 0.00000000000000000000
0.00000000000000000618 22050641025641025110016.000000 0.000000 -0.00000000000000012717 0.00000000000000000000
0.00000000000000000666 22050641025641025110016.000000 0.000000 -0.00000000000000013692 0.00000000000000000000
0.00000000000000000717 22050641025641025110016.000000 0.000000 -0.00000000000000014742 0.00000000000000000000
0.00000000000000000771 22050641025641025110016.000000 0.000000 -0.00000000000000015872 0.00000000000000000000
0.00000000000000000831 22050641025641025110016.000000 0.000000 -0.00000000000000017089 0.00000000000000000000
0.00000000000000000894 22050641025641025110016.000000 0.000000 -0.00000000000000018399 0.00000000000000000000
0.00000000000000000963 22050641025641025110016.000000 0.000000 -0.00000000000000019810 0.00000000000000000000
0.00000000000000001037 22050641025641025110016.000000 0.000000 -0.00000000000000021329 0.00000000000000000000
0.00000000000000001116 22050641025641025110016.000000 0.000000 -0.00000000000000022964 0.00000000000000000000
0.00000000000000001202 22050641025641025110016.000000 0.000000 -0.00000000000000024724 0.00000000000000000000
0.00000000000000001294 22050641025641025110016.000000 0.000000 -0.00000000000000026620 0.00000000000000000000
0.00000000000000001393 22050641025641025110016.000000 0.000000 -0.00000000000000028661 0.00000000000000000000
0.00000000000000001500 22050641025641025110016.000000 0.000000 -0.00000000000000030858 0.00000000000000000000
0.00000000000000001615 22050641025641025110016.000000 0.000000 -0.00000000000000033224 0.00000000000000000000
0.00000000000000001739 22050641025641025110016.000000 0.000000 -0.00000000000000035771 0.00000000000000000000
0.00000000000000001872 22050641025641025110016.000000 0.000000 -0.00000000000000038513 0.00000000000000000000
0.00000000000000002015 22050641025641025110016.000000 0.000000 -0.00000000000000041466 0.00000000000000000000
0.00000000000000002170 22050641025641025110016.000000 0.000000 -0.00000000000000044645 0.00000000000000000000
0.00000000000000002336 22050641025641025110016.000000 0.000000 -0.00000000000000048068 0.00000000000000000000
0.00000000000000002515 22050641025641025110016.000000 0.000000 -0.00000000000000051753 0.00000000000000000000
0.00000000000000002708 22050641025641025110016.000000 0.000000 -0.00000000000000055721 0.00000000000000000000
0.00000000000000002916 22050641025641025110016.000000 0.000000 -0.00000000000000059993 0.00000000000000000000
0.00000000000000003139 22050641025641025110016.000000 0.000000 -0.00000000000000064592 0.00000000000000000000
0.00000000000000003380 22050641025641025110016.000000 0.000000 -0.00000000000000069544 0.00000000000000000000
0.00000000000000003639 22050641025641025110016.000000 0.000000 -0.00000000000000074876 0.00000000000000000000
0.00000000000000003918 22050641025641025110016.000000 0.000000 -0.00000000000000080616 0.00000000000000000000
0.00000000000000004219 22050641025641025110016.000000 0.000000 -0.00000000000000086797 0.00000000000000000000
0.00000000000000004542 22050641025641025110016.000000 0.000000 -0.00000000000000093451 0.00000000000000000000
0.00000000000000004890 22050641025641025110016.000000 0.000000 -0.00000000000000100616 0.00000000000000000000
0.00000000000000005265 22050641025641025110016.000000 0.000000 -0.00000000000000108330 0.00000000000000000000
0.00000000000000005669 22050641025641025110016.000000 0.000000 -0.00000000000000116635 0.00000000000000000000
0.00000000000000006104 22050641025641025110016.000000 0.000000 -0.00000000000000125577 0.00000000000000000000
0.00000000000000006572 22050641025641025110016.000000 0.000000 -0.00000000000000135205 0.00000000000000000000
0.00000000000000007075 22050641025641025110016.000000 0.000000 -0.00000000000000145571 0.00000000000000000000
0.00000000000000007618 22050641025641025110016.000000 0.000000 -0.00000000000000156731 0.00000000000000000000
0.00000000000000008202 22050641025641025110016.000000 0.000000 -0.00000000000000168747 0.00000000000000000000
0.00000000000000008831 22050641025641025110016.000000 0.000000 -0.00000000000000181684 0.00000000000000000000
0.00000000000000009508 22050641025641025110016.000000 0.000000 -0.00000000000000195613 0.00000000000000000000
0.00000000000000010237 22050641025641025110016.000000 0.000000 -0.00000000000000210610 0.00000000000000000000
0.00000000000000011021 22050641025641025110016.000000 0.000000 -0.00000000000000226757 0.00000000000000000000
0.00000000000000011866 22050641025641025110016.000000 0.000000 -0.00000000000000244142 0.00000000000000000000
0.00000000000000012776 22050641025641025110016.000000 0.000000 -0.00000000000000262860 0.00000000000000000000
0.00000000000000013756 22050641025641025110016.000000 0.000000 -0.00000000000000283012 0.00000000000000000000
0.00000000000000014810 22050641025641025110016.000000 0.000000 -0.00000000000000304710 0.00000000000000000000
0.00000000000000015946 22050641025641025110016.000000 0.000000 -0.00000000000000328071 0.00000000000000000000
0.00000000000000017168 22050641025641025110016.000000 0.000000 -0.00000000000000353223 0.00000000000000000000
0.00000000000000018485 22050641025641025110016.000000 0.000000 -0.00000000000000380303 0.00000000000000000000
0.00000000000000019902 22050641025641025110016.000000 0.000000 -0.00000000000000409460 0.00000000000000000000
0.00000000000000021427 22050641025641025110016.000000 0.000000 -0.00000000000000440852 0.00000000000000000000
0.00000000000000023070 22050641025641025110016.000000 0.000000 -0.00000000000000474650 0.00000000000000000000
0.00000000000000024839 22050641025641025110016.000000 0.000000 -0.00000000000000511040 0.00000000000000000000
0.00000000000000026743 22050641025641025110016.000000 0.000000 -0.00000000000000550220 0.00000000000000000000
0.00000000000000028794 22050641025641025110016.000000 0.000000 -0.00000000000000592404 0.00000000000000000000
0.00000000000000031001 22050641025641025110016.000000 0.000000 -0.00000000000000637821 0.00000000000000000000
0.00000000000000033378 22050641025641025110016.000000 0.000000 -0.00000000000000686721 0.00000000000000000000
0.00000000000000035937 22050641025641025110016.000000 0.000000 -0.00000000000000739369 0.00000000000000000000
0.00000000000000038692 22050641025641025110016.000000 0.000000 -0.00000000000000796054 0.00000000000000000000
0.00000000000000041658 22050641025641025110016.000000 0.000000 -0.00000000000000857085 0.00000000000000000000
0.00000000000000044852 22050641025641025110016.000000 0.000000 -0.00000000000000922795 0.00000000000000000000
0.00000000000000048291 22050641025641025110016.000000 0.000000 -0.00000000000000993543 0.00000000000000000000
0.00000000000000051993 22050641025641025110016.000000 0.000000 -0.00000000000001069714 0.00000000000000000000
0.00000000000000055979 22050641025641025110016.000000 0.000000 -0.00000000000001151726 0.00000000000000000000
0.00000000000000060271 22050641025641025110016.000000 0.000000 -0.00000000000001240025 0.00000000000000000000
0.00000000000000064892 22050641025641025110016.000000 0.000000 -0.00000000000001335093 0.00000000000000000000
0.00000000000000069867 22050641025641025110016.000000 0.000000 -0.00000000000001437450 0.00000000000000000000
0.00000000000000075223 22050641025641025110016.000000 0.000000 -0.00000000000001547655 0.00000000000000000000
0.00000000000000080990 22050641025641025110016.000000 0.000000 -0.00000000000001666308 0.00000000000000000000
0.00000000000000087200 22050641025641025110016.000000 0.000000 -0.00000000000001794059 0.00000000000000000000
0.00000000000000093885 22050641025641025110016.000000 0.000000 -0.00000000000001931603 0.00000000000000000000
0.00000000000000101083 22050641025641025110016.000000 0.000000 -0.00000000000002079693 0.00000000000000000000
