rho R(km) M(SM) 
2078474.567851 8755.062757 0.432313 
2080553.042419 8753.805579 0.432449 
2082633.595461 8752.561637 0.432586 
2084716.229057 8751.317196 0.432724 
2086800.945286 8750.072172 0.432861 
2088887.746231 8748.832065 0.432997 
2090976.633977 8747.594954 0.433134 
2093067.610611 8746.357217 0.433270 
2095160.678222 8745.118858 0.433407 
2097255.838900 8743.879883 0.433542 
2099353.094739 8742.640295 0.433678 
2101452.447834 8741.400099 0.433814 
2103553.900282 8740.159299 0.433949 
2105657.454182 8738.917900 0.434084 
2107763.111636 8737.675905 0.434219 
2109870.874748 8736.433320 0.434353 
2111980.745622 8735.195205 0.434488 
2114092.726368 8733.961118 0.434622 
2116206.819094 8732.726425 0.434756 
2118323.025913 8731.491129 0.434889 
2120441.348939 8730.255235 0.435023 
2122561.790288 8729.019326 0.435156 
2124684.352079 8727.785762 0.435289 
2126809.036431 8726.551675 0.435422 
2128935.845467 8725.316999 0.435554 
2131064.781313 8724.081738 0.435687 
2133195.846094 8722.845896 0.435819 
2135329.041940 8721.609478 0.435951 
2137464.370982 8720.372487 0.436083 
2139601.835353 8719.134927 0.436214 
2141741.437188 8717.896803 0.436345 
2143883.178625 8716.658120 0.436476 
2146027.061804 8715.418880 0.436607 
2148173.088866 8714.179089 0.436738 
2150321.261955 8712.938750 0.436868 
2152471.583217 8711.697867 0.436998 
2154624.054800 8710.456445 0.437128 
2156778.678855 8709.214487 0.437258 
2158935.457534 8707.971998 0.437388 
2161094.392991 8706.728981 0.437517 
2163255.487384 8705.485441 0.437646 
2165418.742871 8704.241382 0.437775 
2167584.161614 8702.996807 0.437903 
2169751.745776 8701.751721 0.438032 
2171921.497522 8700.506127 0.438160 
2174093.419019 8699.260028 0.438288 
2176267.512438 8698.013430 0.438416 
2178443.779951 8696.766335 0.438543 
2180622.223731 8695.518748 0.438671 
2182802.845954 8694.270673 0.438798 
2184985.648800 8693.022113 0.438925 
2187170.634449 8691.773072 0.439051 
2189357.805084 8690.523554 0.439178 
2191547.162889 8689.273562 0.439304 
2193738.710052 8688.023101 0.439430 
2195932.448762 8686.772174 0.439556 
2198128.381210 8685.520785 0.439682 
2200326.509592 8684.268937 0.439807 
2202526.836101 8683.016634 0.439932 
2204729.362937 8681.763881 0.440057 
2206934.092300 8680.510679 0.440182 
2209141.026393 8679.257034 0.440307 
2211350.167419 8678.002949 0.440431 
2213561.517586 8676.748427 0.440555 
2215775.079104 8675.493472 0.440679 
2217990.854183 8674.249167 0.440804 
2220208.845037 8673.018676 0.440931 
2222429.053882 8671.787782 0.441058 
2224651.482936 8670.556488 0.441184 
2226876.134419 8669.324798 0.441310 
2229103.010554 8668.092715 0.441436 
2231332.113564 8666.860242 0.441562 
2233563.445678 8665.627382 0.441687 
2235797.009123 8664.394140 0.441813 
2238032.806132 8663.160517 0.441938 
2240270.838939 8661.926518 0.442063 
2242511.109777 8660.692145 0.442187 
2244753.620887 8659.457402 0.442312 
2246998.374508 8658.222292 0.442436 
2249245.372883 8656.986818 0.442560 
2251494.618256 8655.765805 0.442685 
2253746.112874 8654.553108 0.442809 
2255999.858987 8653.339993 0.442934 
2258255.858846 8652.126464 0.443058 
2260514.114705 8650.912533 0.443182 
2262774.628819 8649.698199 0.443306 
2265037.403448 8648.483459 0.443429 
2267302.440851 8647.268319 0.443552 
2269569.743292 8646.071415 0.443676 
2271839.313036 8644.880060 0.443800 
2274111.152349 8643.688248 0.443924 
2276385.263501 8642.495982 0.444048 
2278661.648765 8641.303265 0.444171 
2280940.310413 8640.110102 0.444294 
2283221.250724 8638.916494 0.444417 
2285504.471974 8637.722446 0.444540 
2287789.976446 8636.527961 0.444663 
2290077.766423 8635.333041 0.444785 
2292367.844189 8634.137691 0.444907 
2294660.212033 8632.941914 0.445029 
2296954.872245 8631.746148 0.445151 
2299251.827118 8630.550144 0.445272 
2301551.078945 8629.353722 0.445393 
2303852.630024 8628.156883 0.445514 
2306156.482654 8626.959631 0.445635 
2308462.639136 8625.762265 0.445756 
2310771.101776 8624.564931 0.445877 
2313081.872877 8623.367192 0.445997 
2315394.954750 8622.169051 0.446117 
2317710.349705 8620.970511 0.446237 
2320028.060055 8619.771576 0.446356 
2322348.088115 8618.572248 0.446476 
2324670.436203 8617.372531 0.446595 
2326995.106639 8616.172428 0.446714 
2329322.101746 8614.971941 0.446833 
2331651.423847 8613.771075 0.446952 
2333983.075271 8612.569831 0.447070 
2336317.058347 8611.368214 0.447188 
2338653.375405 8610.166225 0.447306 
2340992.028780 8608.963869 0.447424 
2343333.020809 8607.761148 0.447542 
2345676.353830 8606.561198 0.447659 
2348022.030184 8605.361576 0.447777 
2350370.052214 8604.161586 0.447894 
2352720.422266 8602.961233 0.448010 
2355073.142688 8601.760518 0.448127 
2357428.215831 8600.559446 0.448244 
2359785.644047 8599.358018 0.448360 
2362145.429691 8598.156238 0.448476 
2364507.575121 8596.954109 0.448592 
2366872.082696 8595.751634 0.448707 
2369238.954778 8594.548815 0.448823 
2371608.193733 8593.345656 0.448938 
2373979.801927 8592.143257 0.449053 
2376353.781729 8590.943486 0.449168 
2378730.135511 8589.743371 0.449283 
2381108.865646 8588.542916 0.449397 
2383489.974512 8587.356838 0.449513 
2385873.464486 8586.192387 0.449630 
2388259.337951 8585.036833 0.449748 
2390647.597289 8583.896441 0.449868 
2393038.244886 8582.755579 0.449988 
2395431.283131 8581.614249 0.450107 
2397826.714414 8580.472455 0.450226 
2400224.541128 8579.330200 0.450345 
2402624.765670 8578.187487 0.450464 
2405027.390435 8577.044319 0.450582 
2407432.417826 8575.900701 0.450701 
2409839.850244 8574.756633 0.450819 
2412249.690094 8573.612121 0.450937 
2414661.939784 8572.467167 0.451054 
2417076.601724 8571.321773 0.451172 
2419493.678325 8570.175944 0.451289 
2421913.172004 8569.029682 0.451406 
2424335.085176 8567.882991 0.451523 
2426759.420261 8566.735872 0.451640 
2429186.179681 8565.588331 0.451757 
2431615.365861 8564.440368 0.451873 
2434046.981227 8563.291989 0.451989 
2436481.028208 8562.143194 0.452105 
2438917.509236 8560.993988 0.452221 
2441356.426745 8559.844374 0.452336 
2443797.783172 8558.694354 0.452452 
2446241.580955 8557.543932 0.452567 
2448687.822536 8556.393110 0.452682 
2451136.510359 8555.241891 0.452797 
2453587.646869 8554.090279 0.452911 
2456041.234516 8552.938276 0.453025 
2458497.275750 8551.785884 0.453140 
2460955.773026 8550.633108 0.453254 
2463416.728799 8549.479950 0.453367 
2465880.145528 8548.326413 0.453481 
2468346.025674 8547.172499 0.453594 
2470814.371699 8546.018211 0.453708 
2473285.186071 8544.863553 0.453820 
2475758.471257 8543.708527 0.453933 
2478234.229728 8542.553136 0.454046 
2480712.463958 8541.397383 0.454158 
2483193.176422 8540.241270 0.454271 
2485676.369598 8539.084800 0.454383 
2488162.045968 8537.927977 0.454494 
2490650.208014 8536.770803 0.454606 
2493140.858222 8535.613280 0.454717 
2495633.999080 8534.455411 0.454829 
2498129.633079 8533.297200 0.454940 
2500627.762712 8532.138648 0.455051 
2503128.390475 8530.979759 0.455161 
2505631.518866 8529.820535 0.455272 
2508137.150384 8528.660979 0.455382 
2510645.287535 8527.501093 0.455492 
2513155.932822 8526.340881 0.455602 
2515669.088755 8525.180344 0.455712 
2518184.757844 8524.019486 0.455821 
2520702.942602 8522.858309 0.455931 
2523223.645544 8521.696816 0.456040 
2525746.869190 8520.535010 0.456149 
2528272.616059 8519.372892 0.456257 
2530800.888675 8518.210466 0.456366 
2533331.689564 8517.047734 0.456474 
2535865.021253 8515.884699 0.456583 
2538400.886275 8514.721363 0.456691 
2540939.287161 8513.557729 0.456798 
2543480.226448 8512.393799 0.456906 
2546023.706675 8511.229577 0.457014 
2548569.730381 8510.065063 0.457121 
2551118.300112 8508.900262 0.457228 
2553669.418412 8507.735175 0.457335 
2556223.087830 8506.569805 0.457441 
2558779.310918 8505.404154 0.457548 
2561338.090229 8504.238226 0.457654 
2563899.428319 8503.072021 0.457760 
2566463.327747 8501.905544 0.457866 
2569029.791075 8500.738795 0.457972 
2571598.820866 8499.571779 0.458078 
2574170.419687 8498.404496 0.458183 
2576744.590107 8497.236950 0.458288 
2579321.334697 8496.069143 0.458393 
2581900.656032 8494.901077 0.458498 
2584482.556688 8493.732755 0.458603 
2587067.039244 8492.564179 0.458707 
2589654.106284 8491.395351 0.458811 
2592243.760390 8490.228044 0.458916 
2594836.004150 8489.066042 0.459020 
2597430.840154 8487.926644 0.459126 
2600028.270995 8486.787887 0.459232 
2602628.299266 8485.648879 0.459338 
2605230.927565 8484.509622 0.459444 
2607836.158492 8483.370118 0.459550 
2610443.994651 8482.230370 0.459655 
2613054.438645 8481.090379 0.459761 
2615667.493084 8479.950147 0.459866 
2618283.160577 8478.809678 0.459971 
2620901.443738 8477.444127 0.460096 
2623522.345182 8475.648087 0.460260 
2626145.867527 8473.852203 0.460424 
2628772.013394 8472.051816 0.460588 
2631400.785408 8470.289507 0.460753 
2634032.186193 8468.524123 0.460918 
2636666.218379 8466.753995 0.461083 
2639302.884598 8464.979024 0.461248 
2641942.187482 8463.199314 0.461413 
2644584.129670 8461.415208 0.461577 
2647228.713799 8459.626293 0.461742 
2649875.942513 8457.833017 0.461906 
2652525.818456 8456.035462 0.462070 
2655178.344274 8454.233320 0.462234 
2657833.522618 8452.427207 0.462398 
2660491.356141 8450.616287 0.462561 
2663151.847497 8448.801608 0.462725 
2665814.999345 8446.982786 0.462888 
2668480.814344 8445.159523 0.463051 
2671149.295158 8443.333370 0.463214 
2673820.444454 8441.501470 0.463377 
2676494.264898 8439.666305 0.463540 
2679170.759163 8437.828651 0.463703 
2681849.929922 8435.985258 0.463866 
2684531.779852 8434.138203 0.464028 
2687216.311632 8432.288363 0.464191 
2689903.527943 8430.436941 0.464353 
2692593.431471 8428.576678 0.464515 
2695286.024903 8426.715049 0.464677 
2697981.310928 8424.850938 0.464840 
2700679.292239 8422.985871 0.465001 
2703379.971531 8421.111373 0.465163 
2706083.351502 8419.234584 0.465325 
2708789.434854 8417.355986 0.465487 
2711498.224289 8415.475939 0.465648 
2714209.722513 8413.594413 0.465809 
2716923.932236 8411.701629 0.465971 
2719640.856168 8409.807677 0.466132 
2722360.497024 8407.912351 0.466294 
2725082.857521 8406.015604 0.466455 
2727807.940379 8404.118015 0.466616 
2730535.748319 8402.244910 0.466780 
2733266.284067 8400.393190 0.466947 
2735999.550351 8398.594681 0.467118 
2738735.549902 8396.792901 0.467289 
2741474.285452 8394.986938 0.467460 
2744215.759737 8393.179662 0.467631 
2746959.975497 8391.371014 0.467801 
2749706.935472 8389.567716 0.467972 
2752456.642408 8387.775583 0.468144 
2755209.099050 8385.983105 0.468315 
2757964.308149 8384.187055 0.468486 
2760722.272457 8382.386368 0.468657 
2763482.994730 8380.584332 0.468827 
2766246.477725 8378.780964 0.468996 
2769012.724202 8376.972378 0.469167 
2771781.736926 8375.157627 0.469338 
2774553.518663 8373.341264 0.469509 
2777328.072182 8371.523308 0.469679 
2780105.400254 8369.703701 0.469849 
2782885.505654 8367.885955 0.470020 
2785668.391160 8366.066944 0.470190 
2788454.059551 8364.246684 0.470359 
2791242.513611 8362.425193 0.470528 
2794033.756124 8360.595156 0.470698 
2796827.789881 8358.761266 0.470869 
2799624.617670 8356.925868 0.471039 
2802424.242288 8355.088983 0.471209 
2805226.666530 8353.250628 0.471378 
2808031.893197 8351.407542 0.471548 
2810839.925090 8349.563106 0.471718 
2813650.765015 8347.717524 0.471887 
2816464.415780 8345.870813 0.472055 
2819280.880196 8344.022989 0.472223 
2822100.161076 8342.166412 0.472393 
2824922.261237 8340.327039 0.472564 
2827747.183499 8338.506146 0.472735 
2830574.930682 8336.683703 0.472906 
2833405.505613 8334.859726 0.473076 
2836238.911118 8333.036330 0.473246 
2839075.150029 8331.247683 0.473419 
2841914.225179 8329.457638 0.473591 
2844756.139405 8327.666213 0.473763 
2847600.895544 8325.873426 0.473934 
2850448.496440 8324.079293 0.474104 
2853298.944936 8322.283586 0.474274 
2856152.243881 8320.479172 0.474447 
2859008.396125 8318.676389 0.474620 
2861867.404521 8316.883246 0.474793 
2864729.271925 8315.088445 0.474965 
2867594.001197 8313.292004 0.475136 
2870461.595199 8311.493947 0.475307 
2873332.056794 8309.728547 0.475482 
2876205.388851 8307.970793 0.475659 
2879081.594239 8306.219753 0.475835 
2881960.675834 8304.467438 0.476010 
2884842.636510 8302.713948 0.476185 
2887727.479146 8300.959255 0.476359 
2890615.206625 8299.203288 0.476533 
2893505.821832 8297.443659 0.476708 
2896399.327654 8295.679625 0.476886 
2899295.726981 8293.914040 0.477063 
2902195.022708 8292.146920 0.477239 
2905097.217731 8290.378284 0.477415 
2908002.314949 8288.608826 0.477590 
2910910.317264 8286.842800 0.477765 
2913821.227581 8285.075293 0.477939 
2916735.048808 8283.301110 0.478115 
2919651.783857 8281.525602 0.478291 
2922571.435641 8279.748904 0.478466 
2925494.007077 8277.971030 0.478641 
2928419.501084 8276.191995 0.478815 
2931347.920585 8274.411814 0.478988 
2934279.268506 8272.630503 0.479161 
2937213.547774 8270.848074 0.479333 
2940150.761322 8269.059816 0.479509 
2943090.912083 8267.268604 0.479686 
2946034.002995 8265.476009 0.479862 
2948980.036998 8263.682048 0.480038 
2951929.017035 8261.886736 0.480213 
2954880.946052 8260.090090 0.480387 
2957835.826998 8258.292125 0.480561 
2960793.662825 8256.492858 0.480735 
2963754.456488 8254.692152 0.480908 
2966718.210945 8252.887684 0.481083 
2969684.929156 8251.082184 0.481258 
2972654.614085 8249.275665 0.481432 
2975627.268699 8247.468143 0.481606 
2978602.895967 8245.659629 0.481779 
2981581.498863 8243.850140 0.481952 
2984563.080362 8242.039686 0.482124 
2987547.643443 8240.228283 0.482296 
2990535.191086 8238.415944 0.482467 
2993525.726277 8236.598783 0.482641 
2996519.252003 8234.776960 0.482817 
2999515.771255 8232.953945 0.482993 
3002515.287027 8231.129754 0.483168 
3005517.802314 8229.304401 0.483342 
3008523.320116 8227.477901 0.483516 
3011531.843436 8225.650291 0.483690 
3014543.375280 8223.821564 0.483863 
3017557.918655 8221.995476 0.484035 
3020575.476574 8220.187292 0.484207 
3023596.052050 8218.377641 0.484380 
3026619.648102 8216.582623 0.484557 
3029646.267750 8214.811313 0.484735 
3032675.914018 8213.046065 0.484913 
3035708.589932 8211.315760 0.485095 
3038744.298522 8209.584522 0.485276 
3041783.042821 8207.852089 0.485456 
3044824.825863 8206.119610 0.485636 
3047869.650689 8204.386000 0.485816 
3050917.520340 8202.651235 0.485995 
3053968.437860 8200.915328 0.486173 
3057022.406298 8199.179649 0.486353 
3060079.428704 8197.445695 0.486538 
3063139.508133 8195.710306 0.486722 
3066202.647641 8193.973497 0.486905 
3069268.850289 8192.235283 0.487088 
3072338.119139 8190.495680 0.487270 
3075410.457258 8188.757715 0.487452 
3078485.867716 8187.022583 0.487634 
3081564.353583 8185.308131 0.487815 
3084645.917937 8183.607699 0.487997 
3087730.563855 8181.905886 0.488178 
3090818.294419 8180.202705 0.488358 
3093909.112713 8178.496634 0.488540 
3097003.021826 8176.788585 0.488724 
3100100.024848 8175.079412 0.488906 
3103200.124872 8173.369126 0.489088 
3106303.324997 8171.657742 0.489270 
3109409.628322 8169.945271 0.489451 
3112519.037951 8168.231727 0.489631 
3115631.556989 8166.517122 0.489811 
3118747.188546 8164.801469 0.489991 
3121865.935734 8163.084780 0.490170 
3124987.801670 8161.367067 0.490348 
3128112.789472 8159.648343 0.490526 
3131240.902261 8157.928619 0.490703 
3134372.143163 8156.208284 0.490886 
3137506.515306 8154.486856 0.491070 
3140644.021822 8152.764180 0.491254 
3143784.665844 8151.040271 0.491437 
3146928.450509 8149.315143 0.491620 
3150075.378960 8147.588807 0.491802 
3153225.454339 8145.861279 0.491984 
3156378.679793 8144.132571 0.492165 
3159535.058473 8142.402696 0.492346 
3162694.593531 8140.671668 0.492526 
3165857.288125 8138.939499 0.492706 
3169023.145413 8137.206203 0.492885 
3172192.168559 8135.471792 0.493063 
3175364.360727 8133.736444 0.493242 
3178539.725088 8132.001719 0.493424 
3181718.264813 8130.266095 0.493605 
3184899.983078 8128.529584 0.493786 
3188084.883061 8126.792197 0.493966 
3191272.967944 8125.053945 0.494146 
3194464.240912 8123.314840 0.494325 
3197658.705153 8121.574893 0.494504 
3200856.363858 8119.834114 0.494682 
3204057.220222 8118.099927 0.494860 
3207261.277442 8116.367857 0.495037 
3210468.538719 8114.634967 0.495214 
3213679.007258 8112.901270 0.495390 
3216892.686265 8111.202697 0.495570 
3220109.578952 8109.507414 0.495749 
3223329.688531 8107.811582 0.495929 
3226553.018219 8106.119249 0.496115 
3229779.571237 8104.428375 0.496302 
3233009.350809 8102.736482 0.496488 
3236242.360159 8101.043583 0.496673 
3239478.602520 8099.349689 0.496858 
3242718.081122 8097.654810 0.497043 
3245960.799203 8095.958959 0.497227 
3249206.760002 8094.264032 0.497410 
3252455.966762 8092.570487 0.497593 
3255708.422729 8090.876022 0.497776 
3258964.131152 8089.180749 0.497958 
3262223.095283 8087.484542 0.498139 
3265485.318378 8085.787413 0.498320 
3268750.803697 8084.089371 0.498501 
3272019.554500 8082.390428 0.498681 
3275291.574055 8080.690988 0.498861 
3278566.865629 8078.994304 0.499045 
3281845.432495 8077.296902 0.499228 
3285127.277927 8075.598791 0.499410 
3288412.405205 8073.899982 0.499593 
3291700.817610 8072.200483 0.499774 
3294992.518428 8070.500304 0.499956 
3298287.510946 8068.799453 0.500136 
3301585.798457 8067.097941 0.500317 
3304887.384256 8065.395776 0.500497 
3308192.271640 8063.692968 0.500676 
3311500.463912 8061.989526 0.500855 
3314811.964375 8060.285458 0.501033 
3318126.776340 8058.580774 0.501211 
3321444.903116 8056.875483 0.501389 
3324766.348019 8055.169593 0.501566 
3328091.114367 8053.463113 0.501743 
3331419.205482 8051.756052 0.501919 
3334750.624687 8050.050784 0.502100 
3338085.375312 8048.346636 0.502284 
3341423.460687 8046.641702 0.502468 
3344764.884148 8044.949669 0.502652 
3348109.649032 8043.260252 0.502835 
3351457.758681 8041.570014 0.503017 
3354809.216440 8039.878979 0.503199 
3358164.025656 8038.187144 0.503381 
3361522.189682 8036.494533 0.503562 
3364883.711871 8034.819356 0.503744 
3368248.595583 8033.155084 0.503925 
